	"species"	"abbreviation"
21771	"Schroederichthys bivius"	"sbivius"
21772	"Schistosoma bovis"	"sbovis"
21773	"Schisandra chinensis"	"schinensis"
21774	"Schizophyllum commune"	"scommune"
21775	"Schizophyllum commune"	"scommune"
21776	"Schizosaccharomyces cryophilus"	"scryophilus"
21777	"Scherffelia dubia"	"sdubia"
21778	"Schaefferia frutescens"	"sfrutescens"
21779	"Schizaphis graminum"	"sgraminum"
21780	"Schistocerca gregaria"	"sgregaria"
21781	"Schistosoma haematobium"	"shaematobium"
21782	"Schistosoma japonicum"	"sjaponicum"
21783	"Schizosaccharomyces japonicus"	"sjaponicus"
21784	"Schizosaccharomyces japonicus"	"sjaponicus"
21785	"Schizosaccharomyces kambucha"	"skambucha"
21786	"Schultesia lampyridiformis"	"slampyridiformis"
21787	"Schistosoma mansoni"	"smansoni"
21788	"Schmidtea mediterranea"	"smediterranea"
21789	"Schistosoma mekongi"	"smekongi"
21790	"Schizocosa malitiosa"	"smalitiosa"
21791	"Schinus molle"	"smolle"
21792	"Schizorhiza neglecta"	"sneglecta"
21793	"Schistocerca nitens"	"snitens"
21794	"Schwanniomyces occidentalis"	"soccidentalis"
21795	"Schizosaccharomyces octosporus"	"soctosporus"
21796	"Schizosaccharomyces octosporus"	"soctosporus"
21797	"Schizymenia pacifica"	"spacifica"
21798	"Schmidtea polychroa"	"spolychroa"
21799	"Schizosaccharomyces pombe"	"spombe"
21800	"Schizosaccharomyces pombe"	"spombe"
21801	"Schizothorax prenanti"	"sprenanti"
21802	"Schizothorax richardsonii"	"srichardsonii"
21803	"Scheffersomyces shehatae"	"sshehatae"
21804	"Schistosoma spindale"	"sspindale"
21805	"Schistocephalus solidus"	"ssolidus"
21806	"Schisandra sphenanthera"	"ssphenanthera"
21807	"Schistometopum thomense"	"sthomense"
21808	"Schlumbergera truncata"	"struncata"
21809	"Schizura unicornis"	"sunicornis"
21810	"Sciurus aberti"	"saberti"
21811	"Sciurus aestuans"	"saestuans"
21812	"Sciurus carolinensis"	"scarolinensis"
21813	"Sciota celtidella"	"sceltidella"
21814	"Sciurotamias davidianus"	"sdavidianus"
21815	"Sciurus griseus"	"sgriseus"
21816	"Sciurus ignitus"	"signitus"
21817	"Sciurus lis"	"slis"
21818	"Scilla messeniaca"	"smesseniaca"
21819	"Sciocoris microphthalmus"	"smicrophthalmus"
21820	"Sciurus niger"	"sniger"
21821	"Sciaenops ocellatus"	"socellatus"
21822	"Scilla peruviana"	"speruviana"
21823	"Sciurillus pusillus"	"spusillus"
21824	"Scinax ruber"	"sruber"
21825	"Scilla siberica"	"ssiberica"
21826	"Sciurus stramineus"	"sstramineus"
21827	"Sciadopitys verticillata"	"sverticillata"
21828	"Sciurus vulgaris meridionalis"	"svulgaris"
21829	"Sciurus vulgaris"	"svulgaris"
21830	"Sclerotinia borealis"	"sborealis"
21831	"Sclerocrangon boreas"	"sboreas"
21832	"Sclerophrys camerunensis"	"scamerunensis"
21833	"Scleropages formosus"	"sformosus"
21834	"Scleronephthya gracillimum"	"sgracillimum"
21835	"Sclerophrys gutturalis"	"sgutturalis"
21836	"Sclerophrys maculata"	"smaculata"
21837	"Sclerophrys regularis"	"sregularis"
21838	"Sclerobunus robustus"	"srobustus"
21839	"Sclerotinia sclerotiorum"	"ssclerotiorum"
21840	"Sclerotinia sclerotiorum"	"ssclerotiorum"
21841	"Scleropodium touretii"	"stouretii"
21842	"Simian cytomegalovirus"	"scytomegalovirus"
21843	"Scolopendra alternans"	"salternans"
21844	"Scolopendra angulata"	"sangulata"
21845	"Scomber australasicus"	"saustralasicus"
21846	"Scoliopus bigelovii"	"sbigelovii"
21847	"Scolopsis bilineata"	"sbilineata"
21848	"Scomberomorus brasiliensis"	"sbrasiliensis"
21849	"Scomberomorus cavalla"	"scavalla"
21850	"Scolopsis ciliata"	"sciliata"
21851	"Scomber colias"	"scolias"
21852	"Scomberomorus commerson"	"scommerson"
21853	"Scolopendra cingulata"	"scingulata"
21854	"Scomberomorus concolor"	"sconcolor"
21855	"Scorpaenopsis diabolus"	"sdiabolus"
21856	"Scotophilus dinganii"	"sdinganii"
21857	"Scoparia dulcis"	"sdulcis"
21858	"Scorpaenodes guamensis"	"sguamensis"
21859	"Scobinichthys granulatus"	"sgranulatus"
21860	"Scomberomorus guttatus"	"sguttatus"
21861	"Scotophilus heathii"	"sheathii"
21862	"Scorpaena inermis"	"sinermis"
21863	"Scopolia japonica"	"sjaponica"
21864	"Scorpiops jendeki"	"sjendeki"
21865	"Scomber japonicus"	"sjaponicus"
21866	"Scolomys juruaense"	"sjuruaense"
21867	"Scotophilus kuhlii"	"skuhlii"
21868	"Scoliodon laticaudus"	"slaticaudus"
21869	"Scomberomorus maculatus"	"smaculatus"
21870	"Scolopax minor"	"sminor"
21871	"Scomberomorus munroi"	"smunroi"
21872	"Scolopendra morsitans"	"smorsitans"
21873	"Scolopendra mutilans"	"smutilans"
21874	"Scophthalmus maximus"	"smaximus"
21875	"Scomberomorus niphonius"	"sniphonius"
21876	"Scorpaena notata"	"snotata"
21877	"Scorpio palmatus"	"spalmatus"
21878	"Scorpaena plumieri"	"splumieri"
21879	"Scolopendra polymorpha"	"spolymorpha"
21880	"Scorpaena porcus"	"sporcus"
21881	"Scorpiops margerisonae"	"smargerisonae"
21882	"Scomberomorus regalis"	"sregalis"
21883	"Scomberesox saurus"	"ssaurus"
21884	"Scomber scombrus"	"sscombrus"
21885	"Scolopendra subspinipes dehaani"	"ssubspinipes"
21886	"Scomberomorus semifasciatus"	"ssemifasciatus"
21887	"Scomberomorus sierra"	"ssierra"
21888	"Scolelepis squamata"	"ssquamata"
21889	"Scorpaena scrofa"	"sscrofa"
21890	"Scolopendra subspinipes"	"ssubspinipes"
21891	"Scotinomys teguina"	"steguina"
21892	"Scorpiops tibetanus"	"stibetanus"
21893	"Scomberomorus tritor"	"stritor"
21894	"Scopus umbretta"	"sumbretta"
21895	"Scolopendra viridis"	"sviridis"
21896	"Scolopendra viridicornis nigra"	"sviridicornis"
21897	"Scolopendra viridicornis"	"sviridicornis"
21898	"Scolecomorphus vittatus"	"svittatus"
21899	"Scotinomys xerampelinus"	"sxerampelinus"
21900	"Southern cowpea mosaic virus"	"scowpea"
21901	"Scrophularia californica"	"scalifornica"
21902	"Scrophularia canina"	"scanina"
21903	"Scrippsiella trochoidea"	"strochoidea"
21904	"Subterranean clover stunt virus"	"sclover"
21905	"Subterranean clover stunt virus"	"sclover"
21906	"Subterranean clover stunt virus"	"sclover"
21907	"Subterranean clover stunt virus subviral DNA"	"sclover"
21908	"Scutellaria alpina"	"salpina"
21909	"Scutus antipodes"	"santipodes"
21910	"Scutellaria altissima"	"saltissima"
21911	"Scutellaria baicalensis"	"sbaicalensis"
21912	"Scutus breviculus"	"sbreviculus"
21913	"Scutellaria bolanderi"	"sbolanderi"
21914	"Scutellonema brachyurum"	"sbrachyurum"
21915	"Scutigera coleoptrata"	"scoleoptrata"
21916	"Scutellaria galericulata"	"sgalericulata"
21917	"Scutellaria indica"	"sindica"
21918	"Scutellaria incana"	"sincana"
21919	"Scutellaria lateriflora"	"slateriflora"
21920	"Scuticaria tigrina"	"stigrina"
21921	"Scutopus ventrolineatus"	"sventrolineatus"
21922	"Saccharomyces 20S RNA narnavirus"	"s20S"
21923	"Saccharomyces 23S RNA narnavirus"	"s23S"
21924	"Saccharomyces cerevisiae virus L-A"	"scerevisiae"
21925	"Saccharomyces cerevisiae virus L-BC"	"scerevisiae"
21926	"Saccharomyces cerevisiae killer virus M1"	"scerevisiae"
21927	"Scyliorhinus canicula"	"scanicula"
21928	"Scytalopus femoralis"	"sfemoralis"
21929	"Scytalopus latebricola"	"slatebricola"
21930	"Scytalidium lignicola"	"slignicola"
21931	"Scytosiphon lomentaria"	"slomentaria"
21932	"Scyllarides latus"	"slatus"
21933	"Scytalopus magellanicus"	"smagellanicus"
21934	"Scythrops novaehollandiae"	"snovaehollandiae"
21935	"Scylla paramamosain"	"sparamamosain"
21936	"Scytalopus schulenbergi"	"sschulenbergi"
21937	"Scylla serrata"	"sserrata"
21938	"Scytalopus spillmanni"	"sspillmanni"
21939	"Scyliorhinus stellaris"	"sstellaris"
21940	"Scyliorhinus torazame"	"storazame"
21941	"Scytalopus unicolor"	"sunicolor"
21942	"Scytonema varium"	"svarium"
21943	"Scytalopus vicinior"	"svicinior"
21944	"Satsuma dwarf virus"	"sdwarf"
21945	"Satsuma dwarf virus"	"sdwarf"
21946	"Sebastes auriculatus"	"sauriculatus"
21947	"Sebastes caurinus"	"scaurinus"
21948	"Sebastes flavidus"	"sflavidus"
21949	"Sebastes inermis"	"sinermis"
21950	"Sebastiscus marmoratus"	"smarmoratus"
21951	"Sebastes nigrocinctus"	"snigrocinctus"
21952	"Sebastes rubrivinctus"	"srubrivinctus"
21953	"Sebastes saxicola"	"ssaxicola"
21954	"Sebastes schlegelii"	"sschlegelii"
21955	"Sebaldella termitidis"	"stermitidis"
21956	"Secale cereale"	"scereale"
21957	"Securidaca diversifolia"	"sdiversifolia"
21958	"Seculamonas ecuadoriensis"	"secuadoriensis"
21959	"Sechium edule"	"sedule"
21960	"Secale strictum"	"sstrictum"
21961	"Sedimentibacter hydroxybenzoicus"	"shydroxybenzoicus"
21962	"Sedum lineare"	"slineare"
21963	"Sedum rubrotinctum"	"srubrotinctum"
21964	"Sediminispirochaeta smaragdinae"	"ssmaragdinae"
21965	"Seepiophila jonesi"	"sjonesi"
21966	"Segestria florentina"	"sflorentina"
21967	"Segniliparus rotundus"	"srotundus"
21968	"Seiurus aurocapilla"	"saurocapilla"
21969	"Selaginella apoda"	"sapoda"
21970	"Selenia aurea"	"saurea"
21971	"Selene brownii"	"sbrownii"
21972	"Selene brevoortii"	"sbrevoortii"
21973	"Selaginella bryopteris"	"sbryopteris"
21974	"Sellaphora capitata"	"scapitata"
21975	"Selasphorus calliope"	"scalliope"
21976	"Selar crumenophthalmus"	"scrumenophthalmus"
21977	"Selaginella deflexa"	"sdeflexa"
21978	"Selene dorsalis"	"sdorsalis"
21979	"Selenocosmia effera"	"seffera"
21980	"Selenops insularis"	"sinsularis"
21981	"Selaroides leptolepis"	"sleptolepis"
21982	"Selenops lindborgi"	"slindborgi"
21983	"Selaginella lepidophylla"	"slepidophylla"
21984	"Selaginella martensii"	"smartensii"
21985	"Seleucidis melanoleucus"	"smelanoleucus"
21986	"Selenastrum minutum"	"sminutum"
21987	"Selaginella moellendorffii"	"smoellendorffii"
21988	"Selaginella mollis"	"smollis"
21989	"Selenops mexicanus"	"smexicanus"
21990	"Selene orstedii"	"sorstedii"
21991	"Selene peruviana"	"speruviana"
21992	"Selasphorus platycercus"	"splatycercus"
21993	"Sellaphora pupula"	"spupula"
21994	"Selenotypus plumipes"	"splumipes"
21995	"Selaginella remotifolia"	"sremotifolia"
21996	"Selasphorus rufus"	"srufus"
21997	"Selenomonas ruminantium subsp. lactilytica"	"sruminantium"
21998	"Selaginella rupestris"	"srupestris"
21999	"Selenomonas ruminantium"	"sruminantium"
22000	"Selenomonas sputigena"	"ssputigena"
22001	"Selasphorus sasin"	"ssasin"
22002	"Selene setapinnis"	"ssetapinnis"
22003	"Selaginella selaginoides"	"sselaginoides"
22004	"Selaginella uncinata"	"suncinata"
22005	"Selene vomer"	"svomer"
22006	"Semibalanus balanoides"	"sbalanoides"
22007	"Semnopithecus entellus"	"sentellus"
22008	"Semanotus japonicus"	"sjaponicus"
22009	"Semachrysa matsumurae"	"smatsumurae"
22010	"Semirossia patagonica"	"spatagonica"
22011	"Semicossyphus pulcher"	"spulcher"
22012	"Senna alexandrina"	"salexandrina"
22013	"Senecio angulatus"	"sangulatus"
22014	"Sendai virus"	"svirus"
22015	"Sendai virus"	"svirus"
22016	"Sendai virus"	"svirus"
22017	"Sendai virus"	"svirus"
22018	"Sendai virus"	"svirus"
22019	"Senna didymobotrya"	"sdidymobotrya"
22020	"Sendai virus"	"svirus"
22021	"Sendai virus"	"svirus"
22022	"Sendai virus"	"svirus"
22023	"Senegalia nigrescens"	"snigrescens"
22024	"Senna occidentalis"	"soccidentalis"
22025	"Senecio squalidus"	"ssqualidus"
22026	"Senecio vernalis"	"svernalis"
22027	"Senecio vulgaris"	"svulgaris"
22028	"Seoul virus"	"svirus"
22029	"Seoul virus"	"svirus"
22030	"Seoul virus"	"svirus"
22031	"Sepia apama"	"sapama"
22032	"Sepiola atlantica"	"satlantica"
22033	"Sepsis cynipsea"	"scynipsea"
22034	"Sepia esculenta"	"sesculenta"
22035	"Sepsis flavimana"	"sflavimana"
22036	"Sephanoides fernandensis"	"sfernandensis"
22037	"Sepsis fulgens"	"sfulgens"
22038	"Sepedon fuscipennis"	"sfuscipennis"
22039	"Sepiella inermis"	"sinermis"
22040	"Sepiella japonica"	"sjaponica"
22041	"Sepia latimanus"	"slatimanus"
22042	"Sepioteuthis lessoniana"	"slessoniana"
22043	"Sepioloidea lineolata"	"slineolata"
22044	"Septoria lycopersici"	"slycopersici"
22045	"Sepia officinalis"	"sofficinalis"
22046	"Sepia pharaonis"	"spharaonis"
22047	"Sephanoides sephaniodes"	"ssephaniodes"
22048	"Septemserolis septemcarinata"	"sseptemcarinata"
22049	"Sequoia sempervirens"	"ssempervirens"
22050	"Serinus canaria"	"scanaria"
22051	"Serranus cabrilla"	"scabrilla"
22052	"Sericomyia chrysotoxoides"	"schrysotoxoides"
22053	"Serratula coronata"	"scoronata"
22054	"Seriola dumerili"	"sdumerili"
22055	"Seriola fasciata"	"sfasciata"
22056	"Serratia ficaria"	"sficaria"
22057	"Serratia fonticola"	"sfonticola"
22058	"Serendipita indica"	"sindica"
22059	"Serendipita indica"	"sindica"
22060	"Serpula lacrymans var. lacrymans"	"slacrymans"
22061	"Serpula lacrymans var. lacrymans"	"slacrymans"
22062	"Sericomyia lappona"	"slappona"
22063	"Serratia liquefaciens"	"sliquefaciens"
22064	"Seriola lalandi"	"slalandi"
22065	"Serratia marcescens"	"smarcescens"
22066	"Serratia marcescens"	"smarcescens"
22067	"Sericomyia militaris"	"smilitaris"
22068	"Serratia odorifera"	"sodorifera"
22069	"Serratia proteamaculans"	"sproteamaculans"
22070	"Serratia plymuthica"	"splymuthica"
22071	"Seriola quinqueradiata"	"squinqueradiata"
22072	"Serenoa repens"	"srepens"
22073	"Serrasalmus rhombeus"	"srhombeus"
22074	"Serratia rubidaea"	"srubidaea"
22075	"Serratia sp."	"ssp."
22076	"Serratia plymuthica"	"splymuthica"
22077	"Serratia sp."	"ssp."
22078	"Serrognathus titanus"	"stitanus"
22079	"Serpula vermicularis"	"svermicularis"
22080	"Sesia apiformis"	"sapiformis"
22081	"Sesbania grandiflora"	"sgrandiflora"
22082	"Sesamum indicum"	"sindicum"
22083	"Seseli montanum"	"smontanum"
22084	"Sesuvium portulacastrum"	"sportulacastrum"
22085	"Sesarma reticulatum"	"sreticulatum"
22086	"Sesbania rostrata"	"srostrata"
22087	"Sesbania sesban"	"ssesban"
22088	"Setophaga americana"	"samericana"
22089	"Setophaga angelae"	"sangelae"
22090	"Setonix brachyurus"	"sbrachyurus"
22091	"Setophaga caerulescens"	"scaerulescens"
22092	"Setaria cervi"	"scervi"
22093	"Setophaga citrina"	"scitrina"
22094	"Setophaga coronata"	"scoronata"
22095	"Setophaga cerulea"	"scerulea"
22096	"Setophaga castanea"	"scastanea"
22097	"Setophaga discolor"	"sdiscolor"
22098	"Setophaga dominica"	"sdominica"
22099	"Setaria faberi"	"sfaberi"
22100	"Setophaga fusca"	"sfusca"
22101	"Setophaga graciae"	"sgraciae"
22102	"Setaria italica"	"sitalica"
22103	"Setophaga kirtlandii"	"skirtlandii"
22104	"Setophaga magnolia"	"smagnolia"
22105	"Setophaga nigrescens"	"snigrescens"
22106	"Setophaga occidentalis"	"soccidentalis"
22107	"Setaria palmifolia"	"spalmifolia"
22108	"Setophaga pensylvanica"	"spensylvanica"
22109	"Setophaga pinus"	"spinus"
22110	"Setophaga palmarum"	"spalmarum"
22111	"Setophaga petechia"	"spetechia"
22112	"Setophaga ruticilla"	"sruticilla"
22113	"Setosphaeria turcica"	"sturcica"
22114	"Setophaga tigrina"	"stigrina"
22115	"Setophaga townsendi"	"stownsendi"
22116	"Setosphaeria turcica"	"sturcica"
22117	"Setaria viridis"	"sviridis"
22118	"Setophaga virens"	"svirens"
22119	"Sewellia lineolata"	"slineolata"
22120	"Spodoptera frugiperda ascovirus 1a"	"sfrugiperda"
22121	"Sandfly fever sicilian virus"	"sfever"
22122	"SFTS phlebovirus"	"sphlebovirus"
22123	"Semliki forest virus"	"sforest"
22124	"Simian foamy virus type 1"	"sfoamy"
22125	"Simian foamy virus type 3"	"sfoamy"
22126	"Semliki forest virus"	"sforest"
22127	"Simian foamy virus"	"sfoamy"
22128	"Semliki forest virus"	"sforest"
22129	"Semliki forest virus"	"sforest"
22130	"Semliki forest virus"	"sforest"
22131	"Shaogomphus postocularis"	"spostocularis"
22132	"Shewanella amazonensis"	"samazonensis"
22133	"Sherardia arvensis"	"sarvensis"
22134	"Shewanella baltica"	"sbaltica"
22135	"Shewanella baltica"	"sbaltica"
22136	"Shewanella baltica"	"sbaltica"
22137	"Shewanella baltica"	"sbaltica"
22138	"Shewanella baltica"	"sbaltica"
22139	"Shewanella colwelliana"	"scolwelliana"
22140	"Shewanella denitrificans"	"sdenitrificans"
22141	"Ovis aries"	"oaries"
22142	"Shewanella frigidimarina"	"sfrigidimarina"
22143	"Shewanella frigidimarina"	"sfrigidimarina"
22144	"Sheppardia gunningi"	"sgunningi"
22145	"Shewanella hanedai"	"shanedai"
22146	"Shewanella halifaxensis"	"shalifaxensis"
22147	"Shelfordella lateralis"	"slateralis"
22148	"Sheppardia lowei"	"slowei"
22149	"Shewanella loihica"	"sloihica"
22150	"Shewanella massilia"	"smassilia"
22151	"Sheppardia montana"	"smontana"
22152	"Shewanella oneidensis"	"soneidensis"
22153	"Shewanella oneidensis"	"soneidensis"
22154	"Shewanella putrefaciens"	"sputrefaciens"
22155	"Shewanella pealeana"	"spealeana"
22156	"Shewanella putrefaciens"	"sputrefaciens"
22157	"Shewanella putrefaciens"	"sputrefaciens"
22158	"Shewanella piezotolerans"	"spiezotolerans"
22159	"Shewanella sp."	"ssp."
22160	"Shewanella sediminis"	"ssediminis"
22161	"Shewanella sp."	"ssp."
22162	"Shewanella sp."	"ssp."
22163	"Shewanella sp."	"ssp."
22164	"Shewanella sp."	"ssp."
22165	"Sheeppox virus"	"svirus"
22166	"Sheeppox virus"	"svirus"
22167	"Shewanella violacea"	"sviolacea"
22168	"Shewanella violacea"	"sviolacea"
22169	"Sheeppox virus"	"svirus"
22170	"Sheeppox virus"	"svirus"
22171	"Sheeppox virus"	"svirus"
22172	"Shewanella woodyi"	"swoodyi"
22173	"Simian hemorrhagic fever virus"	"shemorrhagic"
22174	"Shigella boydii serotype 18"	"sboydii"
22175	"Shimwellia blattae"	"sblattae"
22176	"Shimwellia blattae"	"sblattae"
22177	"Shigella boydii"	"sboydii"
22178	"Shigella boydii serotype 4"	"sboydii"
22179	"Shinkaia crosnieri"	"scrosnieri"
22180	"Shigella dysenteriae serotype 1"	"sdysenteriae"
22181	"Shigella dysenteriae"	"sdysenteriae"
22182	"Shigella flexneri serotype X"	"sflexneri"
22183	"Shigella flexneri serotype 5b"	"sflexneri"
22184	"Shigella flexneri"	"sflexneri"
22185	"Shigella sonnei"	"ssonnei"
22186	"Shigella sonnei"	"ssonnei"
22187	"Shinella zoogloeoides"	"szoogloeoides"
22188	"Sunn-hemp mosaic virus"	"smosaic"
22189	"Snakehead rhabdovirus"	"srhabdovirus"
22190	"Saimiriine herpesvirus 1"	"sherpesvirus"
22191	"Saimiriine herpesvirus 2"	"sherpesvirus"
22192	"Saimiriine herpesvirus 2"	"sherpesvirus"
22193	"Saimiriine herpesvirus 2"	"sherpesvirus"
22194	"Saimiriine herpesvirus 2"	"sherpesvirus"
22195	"Saimiriine herpesvirus 2"	"sherpesvirus"
22196	"Shallot virus X"	"svirus"
22197	"Sialia currucoides"	"scurrucoides"
22198	"Sialis lutaria"	"slutaria"
22199	"Sialia mexicana"	"smexicana"
22200	"Sialia sialis"	"ssialis"
22201	"Sibirionetta formosa"	"sformosa"
22202	"Sibon nebulatus"	"snebulatus"
22203	"Sicarius albospinosus"	"salbospinosus"
22204	"Sicyos angulatus"	"sangulatus"
22205	"Sicamugil cascasia"	"scascasia"
22206	"Sicarius cf. damarensis"	"scf."
22207	"Sicarius patagonicus"	"spatagonicus"
22208	"Sicarius peruensis"	"speruensis"
22209	"Sicarius terrosus"	"sterrosus"
22210	"Sideroxylon foetidissimum"	"sfoetidissimum"
22211	"Siderasis fuscata"	"sfuscata"
22212	"Sideroxydans lithotrophicus"	"slithotrophicus"
22213	"Siderastrea radians"	"sradians"
22214	"Siderastrea siderea"	"ssiderea"
22215	"Sulfolobus islandicus filamentous virus"	"sislandicus"
22216	"Sulfolobus islandicus filamentous virus"	"sislandicus"
22217	"Sigesbeckia blakei"	"sblakei"
22218	"Siganus canaliculatus"	"scanaliculatus"
22219	"Siganus doliatus"	"sdoliatus"
22220	"Siganus fuscescens"	"sfuscescens"
22221	"Sigmops gracilis"	"sgracilis"
22222	"Siganus guttatus"	"sguttatus"
22223	"Sigmodon hispidus"	"shispidus"
22224	"Sigma virus"	"svirus"
22225	"Sigmodon ochrognathus"	"sochrognathus"
22226	"Siganus rivulatus"	"srivulatus"
22227	"Siganus unimaculatus"	"sunimaculatus"
22228	"Siganus vulpinus"	"svulpinus"
22229	"Silene acaulis"	"sacaulis"
22230	"Silurus asotus"	"sasotus"
22231	"Silene baccifera"	"sbaccifera"
22232	"Silene chalcedonica"	"schalcedonica"
22233	"Silene conica"	"sconica"
22234	"Silene diclinis"	"sdiclinis"
22235	"Silene dioica"	"sdioica"
22236	"Silene flos-cuculi"	"sflos-cuculi"
22237	"Silene gallica"	"sgallica"
22238	"Silene latifolia"	"slatifolia"
22239	"Silene latifolia subsp. alba"	"slatifolia"
22240	"Silpha longicornis"	"slongicornis"
22241	"Silybum marianum"	"smarianum"
22242	"Silurus meridionalis"	"smeridionalis"
22243	"Silene otites"	"sotites"
22244	"Silphium perfoliatum"	"sperfoliatum"
22245	"Silpha perforata"	"sperforata"
22246	"Sillago sihama"	"ssihama"
22247	"Silvanus unidentatus"	"sunidentatus"
22248	"Silene virginica"	"svirginica"
22249	"Silene vulgaris"	"svulgaris"
22250	"Simalia amethistina"	"samethistina"
22251	"Simiduia agarivorans"	"sagarivorans"
22252	"Simbu virus"	"svirus"
22253	"Simmondsia chinensis"	"schinensis"
22254	"Simias concolor"	"sconcolor"
22255	"Simulium damnosum"	"sdamnosum"
22256	"Simosyrphus grandicornis"	"sgrandicornis"
22257	"Simkania negevensis"	"snegevensis"
22258	"Simenchelys parasitica"	"sparasitica"
22259	"Simulium soubrense"	"ssoubrense"
22260	"Simulium vittatum"	"svittatum"
22261	"Singulisphaera acidiphila"	"sacidiphila"
22262	"Sinapis alba"	"salba"
22263	"Sinapis arvensis"	"sarvensis"
22264	"Sinocyclocheilus altishoulderus"	"saltishoulderus"
22265	"Sinobatis bulbicauda"	"sbulbicauda"
22266	"Siniperca chuatsi"	"schuatsi"
22267	"Sinonovacula constricta"	"sconstricta"
22268	"Sindbis virus"	"svirus"
22269	"Sindbis virus subtype Ockelbo"	"svirus"
22270	"Sindbis virus"	"svirus"
22271	"Sinorhizobium fredii"	"sfredii"
22272	"Sinocyclocheilus grahami"	"sgrahami"
22273	"Sinomicrurus japonicus"	"sjaponicus"
22274	"Sinomicrurus kelloggi"	"skelloggi"
22275	"Siniperca knerii"	"sknerii"
22276	"Sinochlora longifissa"	"slongifissa"
22277	"Sinorhizobium meliloti"	"smeliloti"
22278	"Sinomicrurus macclellandi"	"smacclellandi"
22279	"Sinorhizobium meliloti"	"smeliloti"
22280	"Sinorhizobium meliloti"	"smeliloti"
22281	"Sinorhizobium meliloti"	"smeliloti"
22282	"Sinorhizobium medicae"	"smedicae"
22283	"Siniperca obscura"	"sobscura"
22284	"Sinularia peculiaris"	"speculiaris"
22285	"Sinergasilus polycolpus"	"spolycolpus"
22286	"Sinogastromyzon puliensis"	"spuliensis"
22287	"Sinorhizobium saheli"	"ssaheli"
22288	"Siniperca scherzeri"	"sscherzeri"
22289	"Sinogastromyzon sichangensis"	"ssichangensis"
22290	"Sinorhizobium sp."	"ssp."
22291	"Sinorhizobium terangae"	"sterangae"
22292	"Solenopsis invicta virus 3"	"sinvicta"
22293	"Sinanodonta woodiana"	"swoodiana"
